0	1	2
0.004196490709950857	0.06329306002629753	0.01179064967548061
0.004879596587980606	0.05075441443792112	0.008856334111624089
0.004804269819280604	0.04965480763294213	0.008874574267359514
0.004715878112473331	0.046594807513447765	0.008738749608032725
0.004826742685983298	0.04301338769026719	0.008050159115241493
0.0051870063954444654	0.03984039954357238	0.006294750057209414
0.005936857032342028	0.037837925387270314	0.003086409522708625
0.006736046555441576	0.03584467851422181	-0.0002228002197009053
0.007572692638306951	0.03378123375005371	-0.00353408800688516
0.008437322626989187	0.03167123248242207	-0.006794617966832033
0.009292236598106603	0.029521599024600203	-0.010002372227127996
0.010142110218870109	0.027364419101028943	-0.013196225397162217
